s1,s2,s3,s4,v_x,v_y
2420.0,2329.0,3122.0,3269.0,-4.8002,-0.5081
2413.0,2364.0,3145.0,3252.0,-4.6573,-0.4656
2412.0,2297.0,3154.0,3245.0,-4.9354,-0.5626
2399.0,2268.0,3160.0,3247.0,-4.7986,-0.585
2430.0,2266.0,3136.0,3227.0,-4.7062,-0.5788
2373.0,2288.0,3197.0,3216.0,-4.7273,0.0736
2324.0,2251.0,3082.0,3276.0,-4.9056,-0.4809
2348.0,2275.0,3188.0,3207.0,-4.9143,-0.5134
2355.0,2250.0,3103.0,3249.0,-4.571,-0.5414
2410.0,2265.0,3148.0,3208.0,-4.7059,-0.5654
2404.0,2260.0,3166.0,3231.0,-4.6171,-0.596
2331.0,2284.0,3093.0,3252.0,-4.5006,-0.5871
2420.0,2250.0,3154.0,3225.0,-4.805,-0.5481
2399.0,2183.0,3196.0,3222.0,-5.0519,-0.4866
2401.0,2323.0,3165.0,3260.0,-4.7515,-0.5107
2398.0,2253.0,3188.0,3223.0,-5.0691,-0.5082
2378.0,2256.0,3176.0,3230.0,-4.5684,-0.5689
2324.0,2304.0,3162.0,3207.0,-4.5827,-0.5869
2414.0,2258.0,3105.0,3241.0,-4.6881,-0.5867
2395.0,2229.0,3124.0,3242.0,-4.8106,-0.5975
2388.0,2290.0,3118.0,3250.0,-4.659,-0.506
2425.0,2192.0,3124.0,3245.0,-4.821,-0.6131
2399.0,2260.0,3197.0,3253.0,-4.8642,-0.5731
2405.0,2249.0,3181.0,3215.0,-4.6459,-0.5431
2360.0,2176.0,3069.0,3231.0,-4.8714,-0.5836
2309.0,2217.0,3101.0,3248.0,-4.7988,-0.5353
2376.0,2349.0,3201.0,3253.0,-4.9061,-0.4724
2344.0,2254.0,3176.0,3260.0,-5.1535,-0.3124
2391.0,2304.0,3169.0,3252.0,-5.2743,-0.3082
2424.0,2311.0,3223.0,3260.0,-5.448,-0.3982
2343.0,2289.0,3207.0,3231.0,-5.0709,-0.312
2393.0,2320.0,3224.0,3214.0,-5.3184,-0.3073
2419.0,2285.0,3167.0,3260.0,-5.0645,-0.4883
2406.0,2292.0,3180.0,3235.0,-5.0189,-0.4476
2410.0,2287.0,3220.0,3237.0,-5.0086,-0.4564
2434.0,2273.0,3183.0,3258.0,-5.0886,-0.4245
2383.0,2258.0,3181.0,3228.0,-5.0268,-0.4448
2379.0,2253.0,3200.0,3231.0,-5.133,-0.5208
2371.0,2277.0,3149.0,3244.0,-5.4433,-0.5756
2455.0,2259.0,3196.0,3244.0,-5.0945,-0.557
2389.0,2288.0,3221.0,3252.0,-5.2786,-0.5422
2503.0,2314.0,3191.0,3268.0,-5.4284,-0.6343
2494.0,2389.0,3206.0,3261.0,-5.1231,-0.5299
2461.0,2389.0,3164.0,3271.0,-5.2669,-0.5319
2460.0,2398.0,3153.0,3254.0,-4.9232,-0.6048
2473.0,2348.0,3164.0,3277.0,-5.1337,-0.5743
2428.0,2347.0,3128.0,3279.0,-4.7378,-0.5988
2428.0,2304.0,3207.0,3228.0,-4.9878,-0.4907
2447.0,2352.0,3196.0,3286.0,-5.1459,-0.522
2441.0,2393.0,3216.0,3241.0,-4.8968,-0.5292
