s1,s2,s3,s4,v_x,v_y
2702.0,3508.0,3538.0,2754.0,-0.0682,2.3163
2731.0,2745.0,2764.0,2780.0,0.1776,-0.0145
2733.0,2737.0,2726.0,2750.0,-0.0799,-0.1691
2727.0,2733.0,2717.0,2727.0,-2.3908,0.0806
2726.0,2837.0,2784.0,2786.0,0.1256,0.0624
2681.0,2703.0,2658.0,2756.0,-0.1364,-0.1628
3328.0,3481.0,2769.0,2748.0,2.411,-0.0818
2748.0,2737.0,2673.0,2757.0,-0.0691,-0.0987
2725.0,2757.0,2757.0,2750.0,-0.1464,-0.1318
2708.0,2739.0,2751.0,2769.0,-0.1382,-0.1404
2742.0,2684.0,2677.0,2833.0,-0.2447,-0.1287
2726.0,2693.0,2718.0,2705.0,-0.1509,-0.2964
2696.0,2727.0,2678.0,2719.0,-0.1622,-0.0644
2701.0,2719.0,2740.0,2745.0,2.3835,-0.1784
2745.0,2740.0,2761.0,2754.0,-0.1659,-0.2745
2732.0,2778.0,2727.0,2724.0,-0.0865,-0.114
2726.0,2741.0,2708.0,2757.0,-0.1052,-0.0884
2686.0,2705.0,2740.0,2689.0,-0.1041,-0.0461
2747.0,2740.0,2737.0,2776.0,-0.1663,-0.1751
2685.0,2721.0,2670.0,2799.0,-0.1116,-0.1035
2691.0,2742.0,2669.0,2789.0,-0.1722,-0.204
2716.0,2746.0,2747.0,2713.0,2.2958,-0.0243
2917.0,2982.0,2516.0,2586.0,1.1103,-0.1129
2940.0,3054.0,2427.0,2561.0,1.7923,0.0228
2946.0,3093.0,2396.0,2407.0,4.2113,0.1074
3000.0,3166.0,2333.0,2329.0,3.1554,0.2065
3088.0,3202.0,2341.0,2151.0,4.1732,0.2925
3127.0,3237.0,2350.0,2187.0,4.2649,0.2387
2948.0,3006.0,2471.0,2501.0,3.8138,0.2063
2532.0,2522.0,2909.0,2974.0,-0.7981,-0.1848
2427.0,2268.0,3143.0,3208.0,-3.3557,-0.5237
2255.0,2226.0,3161.0,3271.0,-7.1697,-0.5221
2323.0,2182.0,3210.0,3256.0,-5.5002,-0.5171
2244.0,2146.0,3116.0,3265.0,-7.7475,-0.4666
2337.0,2115.0,3248.0,3285.0,-8.1055,-0.5953
2336.0,2123.0,3223.0,3276.0,-6.2555,0.2748
