s1,s2,s3,s4,v_x,v_y
2388.0,2247.0,3071.0,3257.0,-4.6478,-0.4323
2380.0,2356.0,3137.0,3260.0,-4.8841,-0.4273
2351.0,2306.0,3158.0,3192.0,-4.613,-0.453
2468.0,2342.0,3172.0,3237.0,-4.7886,-0.4456
2405.0,2309.0,3181.0,3247.0,-4.7567,-0.377
2406.0,2315.0,3176.0,3252.0,-4.7916,-0.3287
2389.0,2365.0,3120.0,3244.0,-4.3995,-0.4435
2422.0,2234.0,3164.0,3221.0,-4.6992,-0.4007
2398.0,2333.0,3198.0,3227.0,-4.807,-0.5052
2433.0,2309.0,3159.0,3232.0,-4.4253,-0.4904
2426.0,2269.0,3118.0,3253.0,-4.4248,-0.5361
2422.0,2247.0,3079.0,3231.0,-4.5842,-0.3952
2434.0,2310.0,3178.0,3176.0,-4.3655,-0.4506
2269.0,2311.0,3077.0,3254.0,-4.4076,-0.3914
2425.0,2292.0,3192.0,3223.0,-4.5887,-0.3877
2314.0,2242.0,3141.0,3228.0,-4.7784,-0.3855
2497.0,2510.0,2938.0,3089.0,-2.964,-0.3889
2602.0,2647.0,2793.0,2873.0,-1.2108,-0.2449
2664.0,2725.0,2840.0,2868.0,-0.6203,-0.1858
2645.0,2700.0,2753.0,2882.0,-0.6938,-0.1955
2702.0,2669.0,2836.0,2872.0,-0.7414,-0.1667
2692.0,2720.0,2797.0,2849.0,-0.6596,-0.1411
2674.0,2689.0,2754.0,2827.0,-0.6293,-0.1761
2653.0,2735.0,2652.0,2781.0,-0.4129,-0.2102
2697.0,2726.0,2701.0,2744.0,-0.0997,-0.2029
2716.0,2774.0,2768.0,2763.0,-0.0877,-0.0388
2799.0,2756.0,2732.0,2820.0,-0.1301,-0.2843
2757.0,2796.0,2765.0,2782.0,-0.1667,-0.1931
2756.0,2824.0,2726.0,2822.0,-0.0586,-0.1041
2756.0,2783.0,2769.0,2778.0,-0.1053,-0.0912
2653.0,2733.0,2682.0,2751.0,-0.2064,-0.2333
2708.0,2775.0,2779.0,2740.0,-0.0728,0.035
2743.0,2806.0,2721.0,2805.0,-0.1286,-0.1685
2772.0,2812.0,2704.0,2819.0,-0.1096,-0.3026
2701.0,2746.0,2642.0,2773.0,0.0856,-0.4769
2741.0,2706.0,2694.0,2808.0,-0.0969,-0.2454
2778.0,2731.0,2696.0,2790.0,-0.085,-0.3284
2727.0,2704.0,2653.0,2835.0,-0.1659,-0.219
2655.0,2778.0,2650.0,2772.0,-0.177,-0.0927
2741.0,2769.0,2697.0,2864.0,-0.2081,-0.0767
2704.0,2756.0,2678.0,2805.0,-0.1931,-0.0663
2759.0,2740.0,2741.0,2765.0,-0.1505,-0.1751
2759.0,2689.0,2752.0,2797.0,-0.1126,-0.2467
2952.0,3054.0,2593.0,2613.0,1.1428,-0.0239
2991.0,3103.0,2566.0,2604.0,1.974,-0.0041
2940.0,3020.0,2464.0,2553.0,1.9618,0.0338
2972.0,3021.0,2500.0,2527.0,2.6926,-0.0911
2954.0,3039.0,2542.0,2526.0,1.8941,-0.0162
2959.0,3003.0,2532.0,2451.0,2.6422,0.097
2933.0,3057.0,2545.0,2464.0,1.8566,0.148
2955.0,3006.0,2416.0,2553.0,1.7952,0.2167
2973.0,3057.0,2545.0,2564.0,1.9046,0.1213
2943.0,3012.0,2499.0,2516.0,1.8726,-0.0429
2910.0,2984.0,2414.0,2533.0,1.9085,0.0421
2970.0,3020.0,2503.0,2508.0,1.9758,-0.1313
2944.0,3081.0,2539.0,2549.0,2.0372,0.0916
2924.0,3064.0,2519.0,2440.0,1.9376,0.2511
2973.0,3071.0,2592.0,2522.0,1.9494,0.1652
2927.0,3012.0,2464.0,2459.0,1.9454,0.2698
2853.0,3014.0,2476.0,2457.0,1.9178,0.0744
2884.0,3051.0,2510.0,2508.0,1.9235,0.2459
2917.0,3036.0,2509.0,2475.0,1.9101,0.1646
2887.0,3053.0,2540.0,2489.0,2.0336,0.0884
2941.0,3044.0,2592.0,2540.0,1.9911,0.0882
3000.0,3085.0,2514.0,2548.0,2.0475,0.0014
2912.0,3036.0,2446.0,2470.0,2.0444,0.1457
3013.0,3030.0,2446.0,2549.0,2.1108,0.1378
2959.0,3071.0,2502.0,2510.0,2.0204,0.0035
2967.0,3039.0,2585.0,2485.0,1.9803,0.0953
2989.0,3058.0,2524.0,2527.0,2.0055,0.0893
2957.0,3036.0,2536.0,2503.0,2.0067,0.0629
3013.0,3126.0,2388.0,2431.0,2.4892,0.0661
3057.0,3172.0,2345.0,2405.0,3.191,0.0905
3164.0,3255.0,2314.0,2206.0,4.2572,0.2706
3217.0,3269.0,2282.0,2232.0,5.8743,0.2416
3208.0,3348.0,2139.0,2265.0,6.8444,0.02
3301.0,3403.0,2596.0,2508.0,13.4769,0.1667
3191.0,3297.0,2184.0,2094.0,6.6231,0.2679
3223.0,3385.0,2258.0,2170.0,6.3156,0.2386
3221.0,3331.0,2281.0,2219.0,6.6877,0.2578
3231.0,3351.0,2295.0,2249.0,8.5221,0.2726
3231.0,3352.0,2330.0,2232.0,8.5074,0.2032
3239.0,3358.0,2263.0,2258.0,7.1549,0.2221
3234.0,3377.0,2238.0,2324.0,8.4614,0.1695
3247.0,3380.0,2367.0,2328.0,6.9216,0.2238
3176.0,3318.0,2249.0,2253.0,6.72,0.2006
3242.0,3335.0,2283.0,2240.0,6.9176,0.1987
3204.0,3349.0,2287.0,2225.0,6.7324,0.1424
3223.0,3361.0,2197.0,2249.0,8.2917,0.1666
3221.0,3355.0,2320.0,2156.0,6.3711,0.2553
3228.0,3342.0,2215.0,2178.0,6.8691,0.1384
3183.0,3314.0,2297.0,2188.0,6.6864,0.2695
3230.0,3302.0,2285.0,2165.0,8.3457,0.2771
3253.0,3351.0,2300.0,2274.0,8.6054,0.2503
3245.0,3332.0,2334.0,2248.0,7.4372,0.1687
3175.0,3324.0,2173.0,2231.0,6.8821,0.2314
3209.0,3342.0,2275.0,2241.0,6.8229,0.1807
3215.0,3343.0,2231.0,2225.0,6.768,0.2201
3228.0,3328.0,2323.0,2252.0,6.8537,0.1338
3217.0,3336.0,2284.0,2247.0,6.756,0.2401
3191.0,3318.0,2189.0,2196.0,6.8615,0.2313
3216.0,3341.0,2315.0,2206.0,6.2036,0.1843
3185.0,3359.0,2350.0,2263.0,9.9779,0.3328
3259.0,3348.0,2329.0,2263.0,6.9088,0.3016
3245.0,3379.0,2258.0,2292.0,10.4579,0.1368
3221.0,3367.0,2288.0,2292.0,8.4161,0.2548
3236.0,3358.0,2359.0,2254.0,8.4996,0.2186
3248.0,3342.0,2351.0,2244.0,7.034,0.1819
3238.0,3365.0,2328.0,2191.0,7.0429,0.3054
3252.0,3381.0,2276.0,2342.0,6.6345,0.1868
3222.0,3355.0,2276.0,2134.0,6.9905,0.3109
3244.0,3356.0,2183.0,2264.0,6.8533,0.2981
3240.0,3351.0,2266.0,2172.0,8.4956,0.2917
3231.0,3354.0,2284.0,2184.0,6.8457,0.2359
3223.0,3369.0,2313.0,2204.0,7.054,0.2756
3385.0,3482.0,2740.0,2682.0,8.9215,0.188
3311.0,3396.0,2362.0,2231.0,14.188,0.0747
3268.0,3405.0,2327.0,2248.0,9.3011,0.1749
3253.0,3386.0,2232.0,2177.0,12.6051,0.0511
3284.0,3405.0,2398.0,2235.0,9.8913,0.2122
3247.0,3361.0,2146.0,2179.0,12.816,0.1842
3214.0,3340.0,2104.0,2152.0,10.758,0.1903
3293.0,3396.0,2206.0,2218.0,9.5427,0.2289
3248.0,3367.0,2255.0,2210.0,12.5398,0.1329
3215.0,3369.0,2195.0,2116.0,9.1582,0.2512
3238.0,3380.0,2242.0,2163.0,14.0987,0.2377
3223.0,3383.0,2151.0,2154.0,9.2069,0.2087
3238.0,3351.0,2257.0,2124.0,12.2872,0.1968
3295.0,3386.0,2246.0,2121.0,11.3531,0.2557
3273.0,3365.0,2205.0,2149.0,7.6039,0.2769
3271.0,3395.0,2260.0,2113.0,7.4575,0.2056
3252.0,3396.0,2206.0,2271.0,9.3113,0.1247
3229.0,3366.0,2214.0,2069.0,10.7681,0.2707
3245.0,3377.0,2145.0,2154.0,9.1181,0.1909
3253.0,3341.0,2230.0,2097.0,9.6353,0.1904
3276.0,3387.0,2197.0,2159.0,8.4022,0.1872
3260.0,3356.0,2270.0,2039.0,9.7119,0.2967
3268.0,3412.0,2264.0,2155.0,11.2851,0.1465
3268.0,3365.0,2271.0,2113.0,7.8737,0.2019
3229.0,3370.0,2162.0,2050.0,7.1425,0.2094
3255.0,3377.0,2330.0,2207.0,9.3722,0.3717
3291.0,3382.0,2307.0,2193.0,8.9613,0.2903
3352.0,3364.0,2205.0,2143.0,9.4242,2.7054
3260.0,3409.0,2297.0,2223.0,7.5852,0.2384
3253.0,3355.0,2253.0,2095.0,8.3225,0.2756
3280.0,3388.0,2260.0,2229.0,11.5217,0.2592
3261.0,3399.0,2322.0,2152.0,7.5953,0.2412
3236.0,3365.0,2205.0,2097.0,9.233,0.1602
3280.0,3396.0,2145.0,2147.0,10.8065,0.1535
3241.0,3356.0,2197.0,2130.0,7.7482,0.1932
3376.0,3398.0,2182.0,2128.0,10.844,0.2188
3284.0,3375.0,2196.0,2145.0,7.9734,0.24
3255.0,3353.0,2176.0,2190.0,7.5971,0.2637
3348.0,3418.0,2315.0,2198.0,10.9318,0.261
3216.0,3386.0,2172.0,2084.0,8.0192,0.1998
3219.0,3370.0,2269.0,2106.0,7.8955,0.3794
3232.0,3366.0,2165.0,2117.0,9.2903,0.2997
3246.0,3368.0,2279.0,2128.0,7.6405,0.2982
3259.0,3381.0,2295.0,2202.0,9.4669,0.2841
3257.0,3390.0,2141.0,2169.0,10.8394,0.2278
3231.0,3399.0,2170.0,2099.0,9.3847,0.1792
3271.0,3365.0,2245.0,2131.0,9.3865,0.2859
3229.0,3373.0,2250.0,2202.0,9.1486,0.2303
3253.0,3364.0,2159.0,2166.0,8.2876,0.104
3248.0,3374.0,2186.0,2262.0,12.2481,0.1289
3239.0,3380.0,2233.0,2107.0,8.7329,0.2588
3247.0,3367.0,2223.0,2146.0,9.5758,0.1412
3277.0,3357.0,2243.0,2137.0,9.2783,0.192
3265.0,3396.0,2356.0,2204.0,7.6173,0.2826
3263.0,3375.0,2338.0,2160.0,7.6889,0.3255
3227.0,3341.0,2199.0,2095.0,7.9925,0.2556
3260.0,3382.0,2205.0,2150.0,9.6548,0.1581
3259.0,3365.0,2230.0,2098.0,6.848,0.3688
3257.0,3399.0,2183.0,2160.0,9.2139,0.2457
3263.0,3380.0,2252.0,2207.0,10.9162,0.1932
3288.0,3368.0,2256.0,2168.0,12.0282,0.1915
3243.0,3355.0,2231.0,2119.0,11.275,0.1409
3218.0,3343.0,2265.0,2109.0,10.4721,0.2406
3207.0,3357.0,2177.0,2091.0,9.7456,0.1151
3211.0,3321.0,2064.0,2156.0,10.6912,0.1231
3240.0,3380.0,2176.0,2103.0,7.5025,0.1634
3345.0,3364.0,2277.0,2223.0,13.941,0.0917
3216.0,3356.0,2149.0,2118.0,8.1333,0.2082
3287.0,3351.0,2276.0,2121.0,9.0312,0.1772
3310.0,3358.0,2186.0,2165.0,9.8796,0.1271
3263.0,3388.0,2279.0,2182.0,9.3648,0.179
3254.0,3376.0,2205.0,2142.0,9.3727,0.2267
3264.0,3374.0,2237.0,2216.0,9.5006,0.2196
3205.0,3358.0,2229.0,2163.0,12.0201,0.2745
3265.0,3357.0,2300.0,2262.0,11.0122,0.1065
3374.0,3412.0,2205.0,2132.0,10.7591,0.2469
3259.0,3388.0,2280.0,2192.0,11.8927,0.2464
3280.0,3377.0,2198.0,2151.0,9.83,0.1607
3387.0,3336.0,2177.0,2205.0,10.6359,0.1131
3222.0,3359.0,2242.0,2192.0,9.4713,0.1864
3202.0,3348.0,2251.0,2110.0,9.2569,0.2378
3255.0,3389.0,2154.0,2196.0,9.7742,0.2023
3292.0,3412.0,2253.0,2174.0,11.4127,0.146
3262.0,3374.0,2187.0,2156.0,6.7006,0.4919
3287.0,3366.0,2186.0,2207.0,10.505,0.1791
3356.0,3375.0,2138.0,2230.0,9.5861,0.1395
3224.0,3368.0,2252.0,2161.0,9.7206,0.1626
3240.0,3389.0,2127.0,2179.0,6.9244,0.2198
3256.0,3361.0,2248.0,2156.0,9.6381,0.1547
3246.0,3424.0,2304.0,2147.0,10.7997,0.1914
3382.0,3370.0,2328.0,2248.0,14.1261,0.2895
3306.0,3382.0,2228.0,2247.0,11.2585,0.2261
3284.0,3372.0,2155.0,2180.0,11.6315,0.1587
3255.0,3370.0,2245.0,2135.0,11.3649,0.1072
3273.0,3412.0,2224.0,2175.0,8.8044,0.1612
3244.0,3360.0,2188.0,2189.0,9.2861,0.1654
3233.0,3366.0,2207.0,2148.0,9.9795,0.1407
3317.0,3457.0,2308.0,2224.0,11.2174,0.1284
3265.0,3357.0,2258.0,2195.0,12.0552,0.191
3278.0,3389.0,2252.0,2197.0,9.6966,0.126
3259.0,3357.0,2226.0,2081.0,8.5533,0.162
3279.0,3380.0,2257.0,2179.0,9.7483,0.1322
3293.0,3410.0,2325.0,2215.0,9.1825,0.2238
3278.0,3388.0,2359.0,2114.0,8.3238,0.2568
3273.0,3366.0,2190.0,2123.0,8.3006,0.1195
3239.0,3370.0,2259.0,2161.0,7.4932,0.2257
3244.0,3358.0,2190.0,2189.0,4.4078,0.5845
3261.0,3372.0,2236.0,2143.0,11.007,0.1473
3277.0,3415.0,2277.0,2142.0,10.5961,0.0978
3276.0,3408.0,2207.0,2220.0,7.8878,0.1019
3284.0,3385.0,2299.0,2218.0,8.6965,0.225
3237.0,3359.0,2191.0,2101.0,11.05,0.1881
3269.0,3371.0,2259.0,2090.0,11.1758,0.2049
3255.0,3364.0,2333.0,2140.0,8.4553,0.1881
3293.0,3368.0,2229.0,2243.0,12.518,0.1035
3269.0,3388.0,2253.0,2149.0,12.288,0.1573
3264.0,3356.0,2196.0,2201.0,10.8907,0.1853
3275.0,3364.0,2264.0,2061.0,10.7499,0.0832
3263.0,3373.0,2216.0,2225.0,10.07,0.0755
3369.0,3396.0,2276.0,2204.0,10.8222,0.0596
3277.0,3419.0,2432.0,2404.0,12.4098,0.1685
3304.0,3376.0,2182.0,2192.0,12.1309,0.1726
3223.0,3369.0,2196.0,2228.0,12.5387,0.1373
3257.0,3405.0,2384.0,2281.0,11.9242,0.2328
3239.0,3371.0,2271.0,2194.0,11.6864,0.1508
3250.0,3378.0,2282.0,2220.0,12.8488,0.2515
3294.0,3403.0,2348.0,2242.0,17.1604,0.119
3268.0,3404.0,2277.0,2229.0,9.819,0.1745
3293.0,3388.0,2266.0,2182.0,10.0147,0.1638
3244.0,3367.0,2160.0,2124.0,10.6901,0.2423
3285.0,3395.0,2332.0,2187.0,11.1613,0.2009
3257.0,3380.0,2213.0,2048.0,9.2309,0.2354
3423.0,3413.0,2118.0,1944.0,20.0,0.32
3402.0,3415.0,2210.0,1918.0,20.0,0.6016
3362.0,3407.0,2427.0,2066.0,18.436,0.6048
3379.0,3414.0,2580.0,2361.0,20.0,0.5604
3367.0,3417.0,2684.0,2495.0,20.0,0.6367
3376.0,3409.0,2941.0,2613.0,20.0,0.8667
3369.0,3412.0,3005.0,2569.0,20.0,1.6875
3359.0,3418.0,2974.0,2426.0,18.6151,2.0479
3328.0,3417.0,2843.0,2259.0,20.0,1.8508
3236.0,3415.0,3011.0,2429.0,15.0522,1.8503
3328.0,3406.0,2861.0,2171.0,14.9282,2.1448
3311.0,3416.0,2748.0,2085.0,20.0,1.6716
3364.0,3417.0,2578.0,1928.0,20.0,1.5549
3341.0,3415.0,2527.0,1851.0,18.4207,1.6012
3343.0,3415.0,2543.0,1734.0,20.0,1.537
3351.0,3409.0,2562.0,1622.0,20.0,1.5605
3364.0,3415.0,2511.0,1676.0,20.0,1.6212
3359.0,3417.0,2542.0,1758.0,20.0,1.6613
3280.0,3509.0,2535.0,1811.0,18.7565,1.5236
3280.0,3411.0,2537.0,1872.0,14.2382,1.7236
3351.0,3492.0,2611.0,1838.0,20.0,1.5001
3253.0,3500.0,2488.0,1800.0,15.4982,1.4952
3354.0,3521.0,2540.0,1847.0,18.5759,1.5237
3205.0,3473.0,2510.0,1906.0,13.785,1.4412
3095.0,3420.0,2532.0,1947.0,5.6738,1.6247
3084.0,3366.0,2648.0,2052.0,4.7962,1.7511
3010.0,3315.0,2583.0,2087.0,5.9625,1.8142
3009.0,3334.0,2623.0,2062.0,3.8143,1.8382
3100.0,3413.0,2675.0,2064.0,4.383,1.8324
3061.0,3373.0,2690.0,1948.0,6.5234,1.8254
3091.0,3394.0,2637.0,1994.0,6.6489,1.7739
3304.0,3404.0,2605.0,2054.0,6.4873,1.8285
3034.0,3349.0,2621.0,1970.0,4.4459,1.8645
3057.0,3380.0,2650.0,2002.0,6.9028,1.9319
3048.0,3375.0,2619.0,1912.0,6.4763,1.7808
3043.0,3358.0,2593.0,1966.0,6.4152,1.8247
3046.0,3390.0,2521.0,1943.0,4.5594,1.8449
3071.0,3373.0,2621.0,2032.0,4.6061,1.7892
3068.0,3372.0,2663.0,1924.0,6.386,1.7971
3092.0,3397.0,2669.0,1979.0,6.4242,1.8463
3071.0,3372.0,2563.0,2034.0,4.5809,1.9029
3066.0,3379.0,2540.0,2054.0,8.3299,1.6447
3336.0,3356.0,2674.0,2140.0,8.6539,1.7482
3118.0,3412.0,2671.0,2188.0,6.6221,1.7569
3095.0,3376.0,2646.0,2054.0,4.8382,1.9345
3156.0,3374.0,2669.0,2152.0,6.6665,1.7288
3111.0,3401.0,2754.0,2076.0,4.9026,1.8357
3351.0,3374.0,2634.0,2116.0,6.6991,1.685
3292.0,3399.0,2692.0,2051.0,6.6686,1.7178
3132.0,3405.0,2689.0,2086.0,8.566,1.7429
3083.0,3373.0,2740.0,1998.0,4.7186,1.8409
3148.0,3397.0,2712.0,2129.0,4.7468,1.8184
3104.0,3390.0,2677.0,2004.0,4.6974,1.8903
3106.0,3367.0,2621.0,2055.0,6.7054,1.7063
3051.0,3385.0,2656.0,2005.0,6.5744,1.7853
3117.0,3381.0,2681.0,2128.0,8.4378,1.8382
3071.0,3364.0,2673.0,1983.0,4.6309,1.8973
3069.0,3390.0,2645.0,2063.0,6.5719,1.8646
3130.0,3399.0,2688.0,2097.0,4.6342,1.8188
3116.0,3392.0,2733.0,2063.0,8.4968,1.7515
3130.0,3388.0,2716.0,2063.0,4.8032,1.7997
3132.0,3416.0,2595.0,2039.0,6.9922,1.7999
3352.0,3474.0,2684.0,2080.0,7.2866,1.6597
3223.0,3470.0,2658.0,1960.0,7.9344,1.5498
3354.0,3519.0,2602.0,1990.0,10.0473,1.4508
3287.0,3527.0,2625.0,1990.0,18.7739,1.4613
3365.0,3556.0,2544.0,1915.0,18.4327,1.3623
3245.0,3504.0,2506.0,1861.0,18.4292,1.5376
3407.0,3547.0,2591.0,1816.0,14.6043,1.4035
3287.0,3505.0,2603.0,1858.0,13.5157,1.436
3221.0,3494.0,2467.0,1850.0,15.2454,1.4246
3348.0,3505.0,2512.0,1884.0,15.4984,1.4123
3284.0,3505.0,2607.0,1854.0,16.1534,1.4904
3329.0,3547.0,2505.0,1828.0,18.7551,1.4442
3285.0,3414.0,2509.0,1877.0,20.0,1.4232
3324.0,3413.0,2520.0,1804.0,20.0,1.4285
3297.0,3405.0,2442.0,1724.0,20.0,1.5041
3412.0,3412.0,2593.0,1778.0,20.0,1.4303
3371.0,3415.0,2501.0,1664.0,18.4587,1.6004
3420.0,3418.0,2571.0,1740.0,20.0,1.5136
3388.0,3408.0,2593.0,1759.0,20.0,1.6013
3373.0,3412.0,2638.0,1870.0,20.0,1.6817
3324.0,3412.0,2665.0,1802.0,18.4594,1.6944
3345.0,3412.0,2644.0,1943.0,20.0,1.6583
3335.0,3414.0,2678.0,2027.0,20.0,1.7166
3359.0,3412.0,2677.0,2012.0,20.0,1.646
3421.0,3407.0,2561.0,1857.0,20.0,1.5638
3359.0,3407.0,2507.0,1647.0,18.4326,1.5619
3359.0,3415.0,2479.0,1701.0,18.7365,1.5407
3285.0,3540.0,2518.0,1837.0,20.0,1.4722
3380.0,3486.0,2527.0,1917.0,15.5612,1.413
3231.0,3505.0,2608.0,1912.0,8.9709,1.5302
3221.0,3469.0,2501.0,2011.0,8.4965,1.4513
3212.0,3476.0,2536.0,1984.0,8.2538,1.5753
3221.0,3471.0,2574.0,1945.0,8.2002,1.6026
3191.0,3447.0,2568.0,1856.0,8.0868,1.5992
3183.0,3473.0,2593.0,1929.0,8.021,1.5989
3229.0,3479.0,2628.0,1822.0,9.8126,1.562
3190.0,3460.0,2589.0,1967.0,9.6348,1.5751
3397.0,3476.0,2676.0,1921.0,8.2366,1.5998
3184.0,3472.0,2509.0,1913.0,9.6863,1.4665
3197.0,3469.0,2628.0,1926.0,8.249,1.5915
3175.0,3468.0,2543.0,1941.0,6.1922,1.6375
3363.0,3442.0,2543.0,1914.0,11.1649,1.509
3292.0,3488.0,2652.0,1982.0,7.1419,1.6957
3101.0,3435.0,2569.0,1958.0,6.8705,1.7759
3063.0,3376.0,2572.0,1977.0,4.9443,1.7592
2996.0,3350.0,2719.0,2056.0,4.2762,1.9369
2896.0,3303.0,2620.0,2220.0,3.3651,1.9256
3363.0,3321.0,2783.0,2213.0,3.8344,1.8997
2940.0,3304.0,2732.0,2220.0,3.1409,2.0433
2953.0,3287.0,2809.0,2215.0,3.0207,1.9324
2837.0,3271.0,2705.0,2160.0,2.7958,1.9854
2843.0,3210.0,2822.0,2255.0,2.4487,2.1045
2827.0,3200.0,2845.0,2260.0,2.0795,1.9562
2749.0,3168.0,2855.0,2262.0,1.6993,1.8834
2678.0,3070.0,2883.0,2375.0,1.3401,1.8297
2615.0,3057.0,2936.0,2526.0,0.4557,1.8409
2489.0,2992.0,2987.0,2642.0,-0.0198,1.8895
2469.0,2936.0,3057.0,2652.0,-0.182,1.5348
2419.0,2932.0,3026.0,2759.0,-0.8712,1.8173
2396.0,2911.0,3078.0,2809.0,-0.0325,1.7961
2402.0,2907.0,3111.0,2784.0,-1.2912,1.7849
2473.0,2881.0,3114.0,2766.0,-1.3337,1.6311
2434.0,2908.0,3103.0,2773.0,-1.397,1.764
2460.0,2884.0,3036.0,2769.0,-1.2205,1.6424
2372.0,2896.0,3100.0,2821.0,-1.5477,1.7771
2399.0,2872.0,3068.0,2829.0,-1.6066,1.5808
2379.0,2840.0,3071.0,2863.0,-1.6274,1.4952
2319.0,2740.0,3196.0,2960.0,-2.5561,1.3607
2268.0,2728.0,3138.0,2951.0,-2.7286,1.429
2345.0,2722.0,3212.0,2917.0,-2.6693,1.4685
2344.0,2718.0,3211.0,2913.0,-2.7314,1.489
2312.0,2782.0,3227.0,2940.0,-2.6668,1.4231
2331.0,2760.0,3181.0,2956.0,-2.7247,1.4168
2299.0,2695.0,3248.0,3002.0,-2.8439,1.339
2230.0,2693.0,3248.0,3159.0,-4.2783,1.4686
2051.0,2579.0,3319.0,3237.0,-5.4819,1.2736
2029.0,2573.0,3397.0,3247.0,-7.4017,1.0518
2027.0,2485.0,3441.0,3324.0,-15.691,0.8572
2034.0,2472.0,3416.0,3359.0,-20.0,0.8225
1979.0,2499.0,3462.0,3346.0,-20.0,0.9292
1971.0,2465.0,3348.0,3334.0,-20.0,0.9332
1968.0,2454.0,3463.0,3335.0,-20.0,0.8345
1949.0,2456.0,3399.0,3340.0,-20.0,0.8935
1995.0,2540.0,3461.0,3336.0,-20.0,0.8794
1955.0,2452.0,3438.0,3319.0,-20.0,0.9144
1925.0,2375.0,3400.0,3351.0,-20.0,0.9349
1890.0,2487.0,3388.0,3348.0,-20.0,1.0597
1898.0,2516.0,3444.0,3348.0,-20.0,1.0304
1990.0,2469.0,3463.0,3374.0,-20.0,1.0155
1958.0,2469.0,3460.0,3412.0,-20.0,0.9757
1948.0,2500.0,3532.0,3412.0,-20.0,1.0197
1924.0,2461.0,3506.0,3394.0,-20.0,0.9362
1910.0,2471.0,3511.0,3449.0,-20.0,1.0317
1899.0,2452.0,3431.0,3430.0,-20.0,0.9919
1920.0,2473.0,3524.0,3409.0,-20.0,0.9951
1859.0,2447.0,3495.0,3403.0,-20.0,0.9996
1816.0,2457.0,3524.0,3406.0,-20.0,1.036
1806.0,2416.0,3512.0,3396.0,-20.0,1.0288
1936.0,2413.0,3514.0,3431.0,-20.0,1.1123
1936.0,2485.0,3488.0,3428.0,-20.0,0.8914
1883.0,2376.0,3458.0,3431.0,-20.0,0.8241
1887.0,2380.0,3447.0,3425.0,-20.0,0.7766
1985.0,2406.0,3452.0,3470.0,-20.0,0.8643
1837.0,2428.0,3439.0,3444.0,-20.0,0.9604
1902.0,2380.0,3477.0,3432.0,-20.0,0.8032
2003.0,2397.0,3503.0,3409.0,-20.0,0.758
1929.0,2372.0,3436.0,3400.0,-20.0,0.8519
1975.0,2404.0,3516.0,3439.0,-20.0,0.8235
1973.0,2392.0,3502.0,3429.0,-20.0,0.8183
1927.0,2379.0,3467.0,3391.0,-20.0,0.8204
