s1,s2,s3,s4,v_x,v_y
2498.0,2676.0,2967.0,2985.0,-1.2666,0.453
2325.0,2433.0,3238.0,3197.0,-3.9578,0.2751
2256.0,2235.0,3399.0,3409.0,-20.0,-0.0428
2104.0,2132.0,3469.0,3543.0,-20.0,-0.0909
2054.0,2049.0,3500.0,3553.0,-20.0,-0.1415
2059.0,1961.0,3425.0,3412.0,-20.0,-0.2114
2004.0,2008.0,3425.0,3413.0,-20.0,-0.0876
2056.0,2034.0,3423.0,3415.0,-20.0,-0.277
1998.0,1901.0,3424.0,3419.0,-20.0,-0.2327
2128.0,1966.0,3415.0,3421.0,-20.0,-0.3374
2069.0,1890.0,3420.0,3412.0,-20.0,-0.3331
2003.0,2019.0,3414.0,3423.0,-20.0,-0.2736
2135.0,2146.0,3489.0,3478.0,-20.0,-0.1741
2421.0,2427.0,3250.0,3223.0,-14.5969,-0.0458
2620.0,2839.0,2945.0,2872.0,-1.9531,0.2104
2590.0,2790.0,2902.0,2794.0,-0.7096,0.3886
2629.0,2805.0,2890.0,2833.0,-0.7811,0.5104
2670.0,2786.0,2879.0,2802.0,-0.6374,0.3504
2660.0,2807.0,2896.0,2815.0,-0.6281,0.2602
2703.0,2812.0,2684.0,2778.0,-0.2811,0.1915
2733.0,2919.0,2761.0,2644.0,0.4176,0.3019
2774.0,2908.0,2836.0,2656.0,0.4292,0.4753
2675.0,2844.0,2919.0,2785.0,-0.3692,0.4967
2638.0,2799.0,2895.0,2756.0,-0.4557,0.4142
2657.0,2823.0,2872.0,2750.0,-0.46,0.4173
2664.0,2796.0,2847.0,2759.0,-0.3831,0.2916
2684.0,2847.0,2892.0,2808.0,-0.4439,0.3756
2710.0,2807.0,2880.0,2821.0,-0.4364,0.269
2697.0,2777.0,2871.0,2804.0,-0.4932,0.3199
2698.0,2805.0,2833.0,2831.0,-0.4699,0.2816
2665.0,2765.0,2776.0,2735.0,-0.4082,0.3246
2682.0,2788.0,2870.0,2820.0,-0.4683,0.2207
2650.0,2773.0,2844.0,2730.0,-0.3682,0.173
2661.0,2783.0,2838.0,2790.0,-0.3931,0.292
2651.0,2811.0,2779.0,2752.0,-0.3924,0.3004
2617.0,2804.0,2865.0,2741.0,-0.4102,0.3158
2579.0,2757.0,2844.0,2758.0,-0.4248,0.4051
2666.0,2794.0,2863.0,2754.0,-0.4917,0.391
2621.0,2814.0,2801.0,2778.0,-0.4711,0.4532
2634.0,2804.0,2844.0,2810.0,-0.3846,0.341
2662.0,2757.0,2895.0,2732.0,-0.5228,0.4167
2695.0,2815.0,2808.0,2796.0,-0.4441,0.2448
2649.0,2807.0,2851.0,2802.0,-0.5681,0.4067
2634.0,2800.0,2829.0,2769.0,-0.4681,0.3199
2637.0,2836.0,2889.0,2798.0,-0.4155,0.257
2700.0,2868.0,2863.0,2792.0,-0.5084,0.3515
2653.0,2821.0,2837.0,2781.0,-0.3043,0.2228
2693.0,2830.0,2796.0,2802.0,-0.3056,0.26
2653.0,2817.0,2877.0,2732.0,-0.3532,0.3318
2714.0,2839.0,2932.0,2810.0,-0.4177,0.3705
2703.0,2782.0,2857.0,2809.0,-0.3568,0.3493
2688.0,2853.0,2855.0,2804.0,-0.3624,0.4342
2673.0,2781.0,2787.0,2848.0,-0.4424,0.3298
2682.0,2837.0,2860.0,2778.0,-0.4126,0.3436
2634.0,2785.0,2806.0,2771.0,-0.3229,0.2076
2689.0,2799.0,2885.0,2704.0,-0.3683,0.4061
2694.0,2783.0,2800.0,2770.0,-0.3554,0.2663
2717.0,2801.0,2871.0,2781.0,-0.4253,0.428
2676.0,2793.0,2875.0,2704.0,-0.2905,0.2983
2709.0,2832.0,2871.0,2781.0,-0.4577,0.387
2691.0,2807.0,2856.0,2765.0,-0.3043,0.3471
2709.0,2880.0,2901.0,2793.0,-0.3784,0.5408
2689.0,2810.0,2897.0,2824.0,-0.5054,0.4208
2673.0,2826.0,2844.0,2749.0,-0.3786,0.3096
2589.0,2783.0,2718.0,2788.0,-0.4415,0.3176
2604.0,2759.0,2830.0,2737.0,-0.3949,0.2507
2704.0,2813.0,2830.0,2823.0,0.1799,0.3144
2645.0,2779.0,2794.0,2764.0,-0.3842,0.3659
2688.0,2818.0,2887.0,2755.0,-0.3306,0.2559
2658.0,2760.0,2749.0,2766.0,-0.3596,0.2125
2616.0,2839.0,2887.0,2761.0,-0.3226,0.3138
2718.0,2777.0,2868.0,2720.0,-0.2231,0.3007
2725.0,2774.0,2800.0,2784.0,-0.3568,0.4119
2671.0,2827.0,2835.0,2789.0,-0.3233,0.2225
2673.0,2868.0,2877.0,2731.0,-0.2618,0.3697
2679.0,2756.0,2824.0,2815.0,-0.3639,0.25
2691.0,2748.0,2804.0,2728.0,-0.3732,0.2614
2628.0,2765.0,2782.0,2773.0,-0.4419,0.3906
3307.0,2764.0,2836.0,2751.0,-0.1514,0.0357
2677.0,2804.0,2893.0,2788.0,-0.4233,0.2353
2657.0,2748.0,2815.0,2734.0,-0.3603,0.3278
2614.0,2806.0,2820.0,2778.0,-0.1745,0.0938
2632.0,2728.0,2746.0,2759.0,-0.3776,0.2285
