T,s1,s2,s3,s4,v_x,v_y
7413356,13,34,122,162,-000.0880,-000.0230
7413443,16,32,107,131,-000.0720,-000.0190
7413531,16,32,139,174,-000.0980,-000.0230
7413618,14,32,131,185,-000.1000,-000.0290
7413705,14,32,128,156,-000.0890,-000.0200
7413792,16,27,106,147,-000.0790,-000.0260
7413880,14,32,99,160,-000.0800,-000.0310
7413967,13,32,107,153,-000.0810,-000.0250
7414055,12,35,136,160,-000.0930,-000.0160
7414142,14,32,130,185,-000.1000,-000.0290
7414229,14,29,99,130,-000.0710,-000.0210
7414316,13,32,108,172,-000.0880,-000.0320
7414404,14,32,109,155,-000.0820,-000.0260
7414491,16,32,115,160,-000.0850,-000.0260
7414578,14,32,110,171,-000.0880,-000.0310
7414666,14,32,136,197,-000.1060,-000.0310
7414753,14,32,121,158,-000.0870,-000.0230
7414840,14,31,128,163,-000.0920,-000.0220
7414928,16,33,120,183,-000.0940,-000.0320
7415015,16,32,118,155,-000.0840,-000.0230
7415102,14,32,139,170,-000.0980,-000.0210
7415190,16,32,114,153,-000.0820,-000.0240
7415277,14,34,130,184,-000.0990,-000.0280
7415364,16,32,128,180,-000.0960,-000.0280
7415452,11,32,115,186,-000.0960,-000.0330
7415539,16,33,105,139,-000.0740,-000.0220
7415626,15,32,103,154,-000.0790,-000.0280
7415714,13,32,114,153,-000.0830,-000.0230
7415801,14,32,135,194,-000.1050,-000.0300
7415888,16,32,110,149,-000.0790,-000.0240
7415975,14,33,107,147,-000.0780,-000.0230
7416063,7,32,122,155,-000.0890,-000.0190
7416150,16,32,113,152,-000.0810,-000.0240
7416237,14,32,107,148,-000.0790,-000.0240
7416325,14,29,106,150,-000.0800,-000.0260
7416412,16,32,107,156,-000.0810,-000.0270
7416499,16,32,107,162,-000.0830,-000.0290
7416587,14,32,113,177,-000.0910,-000.0320
7416674,14,32,111,150,-000.0810,-000.0230
7416761,16,32,113,154,-000.0820,-000.0250
7416848,14,32,114,154,-000.0830,-000.0240
7499104,15,32,99,138,-000.0720,-000.0240
7499180,16,32,128,161,-000.0900,-000.0220
7499265,11,36,110,146,-000.0790,-000.0200
7499352,15,34,124,135,-000.0790,-000.0130
7499440,16,36,118,178,-000.0910,-000.0300
7499527,16,33,112,160,-000.0840,-000.0270
7499614,14,33,106,176,-000.0880,-000.0340
7499702,15,32,113,163,-000.0860,-000.0270
7499789,14,32,108,151,-000.0800,-000.0250
7499876,15,32,147,192,-000.1080,-000.0260
7499964,16,34,135,162,-000.0920,-000.0190
7500051,12,34,128,168,-000.0930,-000.0220
7500138,14,34,112,184,-000.0920,-000.0340
7500226,13,32,136,169,-000.0960,-000.0210
7500313,13,33,137,174,-000.0980,-000.0220
7500400,13,34,129,179,-000.0970,-000.0260
7500488,16,34,137,176,-000.0980,-000.0230
7500575,13,32,123,181,-000.0960,-000.0300
7500662,16,33,113,174,-000.0890,-000.0310
7500750,11,32,114,172,-000.0900,-000.0290
7500837,16,32,109,149,-000.0790,-000.0240
7500924,14,36,135,160,-000.0910,-000.0170
7501011,14,34,128,188,-000.0990,-000.0300
7501098,16,33,121,145,-000.0810,-000.0180
7501186,14,33,107,183,-000.0910,-000.0360
7501273,14,33,104,159,-000.0810,-000.0280
7501361,16,34,130,163,-000.0910,-000.0210
7501448,14,32,146,192,-000.1080,-000.0260
7501535,14,32,107,137,-000.0750,-000.0200
7501623,14,32,115,150,-000.0820,-000.0220
7501710,17,34,116,153,-000.0820,-000.0230
7501797,14,32,108,147,-000.0790,-000.0230
7501884,14,32,128,163,-000.0910,-000.0220
7501972,13,33,144,184,-000.1040,-000.0230
7502059,11,34,128,154,-000.0880,-000.0170
7502146,16,34,132,181,-000.0980,-000.0270
7502234,14,32,111,170,-000.0880,-000.0300
7502321,13,36,130,169,-000.0930,-000.0220
7502408,13,32,115,179,-000.0930,-000.0320
7502496,14,36,144,186,-000.1040,-000.0230
7502583,14,32,131,168,-000.0940,-000.0230
7502670,14,33,128,159,-000.0890,-000.0200
7502757,14,36,128,160,-000.0890,-000.0200
7502845,7,32,128,162,-000.0930,-000.0190
7502932,16,32,113,171,-000.0880,-000.0310
7503019,14,32,122,170,-000.0920,-000.0260
7503107,16,29,115,150,-000.0820,-000.0240
7503194,18,34,128,160,-000.0880,-000.0220
7503281,11,34,100,158,-000.0800,-000.0280
7503369,13,32,128,161,-000.0910,-000.0210
7503456,14,36,114,172,-000.0880,-000.0280
7503543,18,36,115,148,-000.0790,-000.0210
7503630,14,36,120,178,-000.0920,-000.0280
7503718,12,34,114,147,-000.0810,-000.0200
7503805,16,36,105,154,-000.0780,-000.0260
7503893,14,36,122,154,-000.0850,-000.0200
7503980,16,33,104,139,-000.0730,-000.0220
7504067,16,32,112,155,-000.0820,-000.0250
7504154,16,32,122,160,-000.0870,-000.0240
7504242,16,32,128,177,-000.0950,-000.0270
7504329,15,33,114,145,-000.0790,-000.0210
7504417,14,31,111,169,-000.0880,-000.0300
7504503,17,32,131,171,-000.0940,-000.0250
7504591,15,33,107,163,-000.0830,-000.0290
7504678,16,31,121,179,-000.0940,-000.0310
7504766,15,32,131,166,-000.0930,-000.0220
7504853,17,32,119,179,-000.0930,-000.0320
7504940,14,32,104,160,-000.0820,-000.0290
7505028,13,32,123,187,-000.0980,-000.0320
7505115,14,32,115,178,-000.0920,-000.0320
7505202,16,29,107,144,-000.0780,-000.0240
7505290,14,32,115,155,-000.0840,-000.0240
7505377,16,32,102,131,-000.0700,-000.0200
7505464,13,32,106,168,-000.0860,-000.0310
7505551,16,32,115,175,-000.0900,-000.0310
7505639,16,32,110,171,-000.0870,-000.0320
7505726,16,32,100,136,-000.0710,-000.0230
7505813,16,32,130,184,-000.0990,-000.0290
7505901,14,32,108,146,-000.0780,-000.0230
7505988,17,32,107,155,-000.0800,-000.0270
7589803,14,32,123,164,-000.0900,-000.0240
7589826,14,32,114,158,-000.0850,-000.0250
7589891,14,32,104,154,-000.0800,-000.0270
7589978,16,32,128,179,-000.0960,-000.0280
7590066,11,33,108,160,-000.0840,-000.0260
7590153,14,32,137,185,-000.1020,-000.0260
7590240,13,33,114,168,-000.0880,-000.0280
7590327,11,33,130,174,-000.0960,-000.0240
7590415,15,32,114,175,-000.0900,-000.0310
7590502,11,34,107,166,-000.0850,-000.0280
7590590,14,32,120,174,-000.0920,-000.0280
7590677,14,33,108,163,-000.0840,-000.0280
7590764,16,32,122,158,-000.0870,-000.0230
7590851,14,32,111,176,-000.0900,-000.0320
7590938,14,32,108,166,-000.0850,-000.0300
7591026,16,32,128,160,-000.0890,-000.0220
7591113,13,32,112,163,-000.0860,-000.0270
7591201,13,32,121,179,-000.0950,-000.0300
7591288,11,32,129,162,-000.0920,-000.0200
7591375,16,34,116,149,-000.0810,-000.0210
7591462,13,33,120,161,-000.0880,-000.0230
7591550,14,35,116,168,-000.0880,-000.0270
7591637,13,32,130,168,-000.0940,-000.0230
7591725,13,35,118,182,-000.0940,-000.0310
7591812,16,33,129,188,-000.0990,-000.0310
7591899,16,32,129,160,-000.0900,-000.0210
7591986,14,33,116,145,-000.0800,-000.0190
7592074,16,34,128,162,-000.0900,-000.0220
7592161,13,32,114,152,-000.0830,-000.0230
7592248,14,33,116,141,-000.0790,-000.0180
7592336,16,32,109,145,-000.0780,-000.0230
7592423,16,33,117,178,-000.0920,-000.0310
7592510,13,32,113,176,-000.0910,-000.0310
7592597,14,33,122,155,-000.0860,-000.0210
7592685,12,34,128,192,-000.1010,-000.0310
7592772,16,34,108,160,-000.0820,-000.0280
7592860,14,32,99,147,-000.0760,-000.0260
7592947,12,32,105,132,-000.0730,-000.0180
7593034,16,32,109,145,-000.0780,-000.0230
7593121,14,33,111,144,-000.0780,-000.0210
7593209,16,33,128,179,-000.0960,-000.0280
7593296,16,34,109,162,-000.0830,-000.0280
7593383,14,32,105,145,-000.0770,-000.0240
7593471,14,33,116,145,-000.0800,-000.0190
7593558,13,32,128,152,-000.0880,-000.0180
7593645,14,36,142,166,-000.0960,-000.0170
7593733,13,36,110,144,-000.0770,-000.0200
7593820,11,33,107,156,-000.0820,-000.0250
7593907,16,36,121,178,-000.0920,-000.0290
7593995,15,32,121,155,-000.0860,-000.0220
7594082,16,32,107,151,-000.0790,-000.0260
7594169,15,32,115,171,-000.0890,-000.0290
7594256,14,33,128,155,-000.0880,-000.0190
7594344,16,36,129,154,-000.0860,-000.0180
7594431,14,32,105,140,-000.0750,-000.0220
7594518,14,32,114,171,-000.0890,-000.0290
7594606,16,33,130,183,-000.0980,-000.0290
7594693,14,36,119,162,-000.0860,-000.0230
7594780,16,32,110,154,-000.0810,-000.0260
7594867,14,32,115,155,-000.0840,-000.0240
7594955,16,32,99,160,-000.0790,-000.0310
7595042,16,34,108,143,-000.0760,-000.0220
7595129,16,32,112,144,-000.0780,-000.0220
7595217,17,32,121,163,-000.0880,-000.0250
7595304,16,32,109,163,-000.0840,-000.0290
7595392,14,33,120,168,-000.0900,-000.0260
7595479,16,33,109,143,-000.0770,-000.0220
7595566,16,36,107,158,-000.0800,-000.0270
7595653,16,31,128,179,-000.0960,-000.0280
7595741,16,33,138,157,-000.0920,-000.0170
7595828,13,30,115,160,-000.0870,-000.0260
7595915,17,31,107,170,-000.0860,-000.0330
7596002,17,29,101,158,-000.0800,-000.0310
7596090,16,32,131,187,-000.1000,-000.0300
7596177,17,32,138,175,-000.0980,-000.0240
7596265,15,32,131,155,-000.0890,-000.0190
7596352,17,32,121,175,-000.0920,-000.0300
7596439,16,33,111,158,-000.0830,-000.0260
7596526,16,32,107,147,-000.0780,-000.0240
7596614,16,32,114,184,-000.0930,-000.0350
7668425,16,33,113,144,-000.0780,-000.0210
7668470,14,29,111,147,-000.0810,-000.0230
7668554,14,31,115,170,-000.0890,-000.0290
7668642,14,32,111,146,-000.0790,-000.0220
7668729,16,32,109,152,-000.0800,-000.0250
7668816,13,31,128,179,-000.0970,-000.0270
7668903,16,32,106,137,-000.0740,-000.0210
7668991,14,32,122,160,-000.0880,-000.0230
7669078,16,32,122,156,-000.0860,-000.0220
7669165,16,32,128,178,-000.0960,-000.0280
7669252,15,32,137,185,-000.1020,-000.0270
7669340,16,32,111,161,-000.0840,-000.0280
7669427,13,32,120,154,-000.0860,-000.0210
7669515,13,32,128,179,-000.0970,-000.0270
7669602,15,30,128,160,-000.0900,-000.0220
7669689,11,32,134,161,-000.0940,-000.0180
7669776,14,32,107,161,-000.0830,-000.0280
7669864,13,33,112,136,-000.0760,-000.0170
7669951,13,32,106,161,-000.0830,-000.0280
7670038,11,32,107,136,-000.0750,-000.0190
7670126,14,35,124,160,-000.0880,-000.0210
7670213,14,33,112,144,-000.0790,-000.0210
7670300,16,34,121,160,-000.0860,-000.0230
7670388,13,32,115,172,-000.0900,-000.0290
7670475,16,33,115,155,-000.0830,-000.0240
7670562,16,32,123,178,-000.0940,-000.0300
7670649,14,32,114,141,-000.0790,-000.0190
7670737,16,32,107,154,-000.0800,-000.0270
7670824,16,32,122,139,-000.0800,-000.0160
7670912,16,32,107,134,-000.0730,-000.0200
7670999,14,33,120,152,-000.0840,-000.0210
7671086,13,32,107,140,-000.0760,-000.0210
7671173,16,33,114,138,-000.0770,-000.0180
7671261,14,32,128,153,-000.0880,-000.0190
7671348,13,32,131,155,-000.0900,-000.0180
7671435,14,32,120,174,-000.0920,-000.0280
7671523,13,33,121,168,-000.0910,-000.0250
7671610,13,32,110,168,-000.0870,-000.0290
7671697,16,32,118,171,-000.0900,-000.0290
7671785,14,32,115,152,-000.0830,-000.0230
7671872,15,32,116,138,-000.0780,-000.0180
7671959,12,34,116,146,-000.0810,-000.0190
7672047,14,32,107,152,-000.0800,-000.0250
7672134,16,32,122,178,-000.0940,-000.0300
7672221,14,34,107,168,-000.0850,-000.0300
7672309,13,32,128,147,-000.0860,-000.0160
7672396,12,35,108,138,-000.0750,-000.0180
7672483,11,32,114,156,-000.0850,-000.0230
7672570,14,31,112,153,-000.0820,-000.0240
7672658,11,34,115,148,-000.0820,-000.0190
7672745,16,29,111,146,-000.0800,-000.0240
7672832,13,32,112,156,-000.0840,-000.0250
7672920,16,33,115,163,-000.0860,-000.0270
7673007,13,32,115,138,-000.0780,-000.0170
7673094,14,33,114,153,-000.0820,-000.0230
7673181,16,32,111,153,-000.0810,-000.0250
7673269,15,32,121,156,-000.0860,-000.0220
7673356,14,32,139,173,-000.0990,-000.0220
7673444,14,32,129,183,-000.0990,-000.0290
7673531,14,32,115,179,-000.0920,-000.0320
7673618,13,32,99,138,-000.0730,-000.0230
7673706,16,32,122,149,-000.0840,-000.0200
7673793,11,32,120,168,-000.0910,-000.0250
7673880,17,32,157,176,-000.1050,-000.0180
7673967,11,32,115,153,-000.0840,-000.0220
7674055,13,32,131,160,-000.0920,-000.0200
7674142,16,34,106,153,-000.0790,-000.0260
7674229,14,32,128,153,-000.0880,-000.0190
7674317,14,32,124,176,-000.0940,-000.0280
7674404,13,34,116,146,-000.0810,-000.0190
7674491,12,34,116,144,-000.0800,-000.0180
7674579,11,33,110,138,-000.0770,-000.0180
7674666,16,33,112,173,-000.0880,-000.0310
7674753,16,34,121,147,-000.0820,-000.0190
7674840,14,33,121,165,-000.0890,-000.0250
7674928,14,36,128,160,-000.0890,-000.0200
7675015,14,33,112,139,-000.0770,-000.0190
7675102,14,36,128,171,-000.0930,-000.0230
7675190,18,36,109,162,-000.0820,-000.0280
7675277,14,32,112,173,-000.0890,-000.0310
7807970,16,32,109,136,-000.0740,-000.0200
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
7709129,4096,4096,4096,4096,-000.0840,-000.0250
